,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A01,ROX,,Unkn,048-1,-1.84763513310124,,Unknown,Unassigned,False
,A02,ROX,,Unkn,048-2,-2.22393399763362,,Unknown,Unassigned,False
,A03,ROX,,Unkn,048-3,-0.291506447270725,,Unknown,Unassigned,False
,A04,ROX,,Unkn,014-1,-1.08272559801462,,Unknown,Unassigned,False
,A05,ROX,,Unkn,014-2,-5.76909831904607,,Unknown,Unassigned,False
,A06,ROX,,Unkn,002-1,-2.35503777785477,,Unknown,Unassigned,False
,A07,ROX,,Unkn,002-2,-1.77295863375418,,Unknown,Unassigned,False
,A08,ROX,,Unkn,002-3,-0.564905792750839,,Unknown,Unassigned,False
,A09,ROX,,Unkn,002-4,-1.09591341642099,,Unknown,Unassigned,False
,A10,ROX,,Unkn,002-5,-2.45594240423237,,Unknown,Unassigned,False
,A11,ROX,,Unkn,004-1,-3.3475720882916,,Unknown,Unassigned,False
,A12,ROX,,Unkn,004-2,-2.22014910745929,,Unknown,Unassigned,False
,B01,ROX,,Unkn,004-3,-3.4256619388927,,Unknown,Unassigned,False
,B02,ROX,,Unkn,004-4,-1.7996740566294,,Unknown,Unassigned,False
,B03,ROX,,Unkn,004-5,-0.134155049292985,,Unknown,Unassigned,False
,B04,ROX,,Unkn,018-1,-3.71383409038805,,Unknown,Unassigned,False
,B05,ROX,,Unkn,018-2,-2.63893766959618,,Unknown,Unassigned,False
,B06,ROX,,Unkn,018-3,-1.78319248592704,,Unknown,Unassigned,False
,B07,ROX,,Unkn,018-4,-1.32418143303057,,Unknown,Unassigned,False
,B08,ROX,,Unkn,018-5,-1.32765985797914,,Unknown,Unassigned,False
,B09,ROX,,Unkn,019-1,-2.82737962170765,,Unknown,Unassigned,False
,B10,ROX,,Unkn,019-2,-4.29992772866823,,Unknown,Unassigned,False
,B11,ROX,,Unkn,019-3,-2.91475399597072,,Unknown,Unassigned,False
,B12,ROX,,Unkn,019-4,-2.80228781851993,,Unknown,Unassigned,False
,C01,ROX,,Unkn,019-5,-3.32271026080128,,Unknown,Unassigned,False
,C02,ROX,,Unkn,024-1,-0.274626063240339,,Unknown,Unassigned,False
,C03,ROX,,Unkn,024-2,-0.989079188275658,,Unknown,Unassigned,False
,C04,ROX,,Unkn,024-3,-3.99244913192166,,Unknown,Unassigned,False
,C05,ROX,,Unkn,024-4,-0.529762984822901,,Unknown,Unassigned,False
,C06,ROX,,Unkn,024-5,-3.87267882001449,,Unknown,Unassigned,False
,C07,ROX,,Unkn,025-1,-2.36948214896862,,Unknown,Unassigned,False
,C08,ROX,,Unkn,025-2,-3.58689090136089,,Unknown,Unassigned,False
,C09,ROX,,Unkn,025-3,-2.40505830674562,,Unknown,Unassigned,False
,C10,ROX,,Unkn,025-4,-3.49234259111857,,Unknown,Unassigned,False
,C11,ROX,,Unkn,025-5,-3.87519706397003,,Unknown,Unassigned,False
,C12,ROX,,Unkn,031-1,-2.39848204729785,,Unknown,Unassigned,False
,D01,ROX,,Unkn,031-2,-2.63348180756857,,Unknown,Unassigned,False
,D02,ROX,,Unkn,031-3,-1.68470995870448,,Unknown,Unassigned,False
,D03,ROX,,Unkn,031-4,-2.04566494401179,,Unknown,Unassigned,False
,D04,ROX,,Unkn,031-5,-3.47587496021882,,Unknown,Unassigned,False
,D05,ROX,,Unkn,037-1,-1.83051576414746,,Unknown,Unassigned,False
,D06,ROX,,Unkn,037-2,-5.77256276961498,,Unknown,Unassigned,False
,D07,ROX,,Unkn,037-3,0.430588375717252,,Unknown,Unassigned,False
,D08,ROX,,Unkn,037-4,-2.65468121689607,,Unknown,Unassigned,False
,D09,ROX,,Unkn,037-5,-3.10315284454243,,Unknown,Unassigned,False
,D10,ROX,,Unkn,041-1,-3.25899782166328,,Unknown,Unassigned,False
,D11,ROX,,Unkn,041-2,-4.49358961541172,,Unknown,Unassigned,False
,D12,ROX,,Unkn,041-3,-2.76073430603428,,Unknown,Unassigned,False
,E01,ROX,,Unkn,041-4,-0.903472009469836,,Unknown,Unassigned,False
,E02,ROX,,Unkn,041-5,-4.04857613975052,,Unknown,Unassigned,False
,E03,ROX,,Unkn,060-1,-0.897631153357452,,Unknown,Unassigned,False
,E04,ROX,,Unkn,060-2,-3.4801232718889,,Unknown,Unassigned,False
,E05,ROX,,Unkn,060-3,-2.37681819792372,,Unknown,Unassigned,False
,E06,ROX,,Unkn,060-4,-0.441494338395933,,Unknown,Unassigned,False
,E07,ROX,,Unkn,060-5,-4.135323207001,,Unknown,Unassigned,False
,E08,ROX,,Unkn,067-1,-1.65057932691334,,Unknown,Unassigned,False
,E09,ROX,,Unkn,067-2,-2.85429995796485,,Unknown,Unassigned,False
,E10,ROX,,Unkn,067-3,-2.52624976490276,,Unknown,Unassigned,False
,E11,ROX,,Unkn,067-4,-1.66850469130289,,Unknown,Unassigned,False
,E12,ROX,,Unkn,067-5,-3.9110042252684,,Unknown,Unassigned,False
,F01,ROX,,Unkn,073-1,0.727706960256789,,Unknown,Unassigned,False
,F02,ROX,,Unkn,073-2,-3.36067561140568,,Unknown,Unassigned,False
,F03,ROX,,Unkn,073-3,-1.84813029893906,,Unknown,Unassigned,False
,F04,ROX,,Unkn,073-4,3.33964520799409,,Unknown,Unassigned,False
,F05,ROX,,Unkn,073-5,-57.7514993290852,,Unknown,Unassigned,False
,F06,ROX,,Unkn,079-1,-2.89456078974702,,Unknown,Unassigned,False
,F07,ROX,,Unkn,079-2,-1.3694218170602,,Unknown,Unassigned,False
,F08,ROX,,Unkn,079-3,-1.55745379175666,,Unknown,Unassigned,False
,F09,ROX,,Unkn,079-4,-1.91705648981958,,Unknown,Unassigned,False
,F10,ROX,,Unkn,079-5,-1.33937762582739,,Unknown,Unassigned,False
,F11,ROX,,Unkn,083-1,-1.47496427132331,,Unknown,Unassigned,False
,F12,ROX,,Unkn,083-2,-0.502263427871821,,Unknown,Unassigned,False
,G01,ROX,,Unkn,083-3,-2.79087171296424,,Unknown,Unassigned,False
,G02,ROX,,Unkn,083-4,-1.96328022824655,,Unknown,Unassigned,False
,G03,ROX,,Unkn,083-5,-4.16082199728653,,Unknown,Unassigned,False
,G04,ROX,,Unkn,124-1,-2.33764238393975,,Unknown,Unassigned,False
,G05,ROX,,Unkn,124-2,-3.62925458244754,,Unknown,Unassigned,False
,G06,ROX,,Unkn,124-3,0.60390149835257,,Unknown,Unassigned,False
,G07,ROX,,Unkn,124-4,-2.62453657607296,,Unknown,Unassigned,False
,G08,ROX,,Unkn,124-5,-0.780231933462619,,Unknown,Unassigned,False
,G09,ROX,,Unkn,129-1,-3.45621595303201,,Unknown,Unassigned,False
,G10,ROX,,Unkn,129-2,-1.5845897890749,,Unknown,Unassigned,False
,G11,ROX,,Unkn,129-3,-3.75299257144649,,Unknown,Unassigned,False
,G12,ROX,,Unkn,129-4,-6.13937390067898,,Unknown,Unassigned,False
,H01,ROX,,Unkn,129-5,-1.76550249434622,,Unknown,Unassigned,False
,H02,ROX,,Unkn,130-1,-3.92034106431778,,Unknown,Unassigned,False
,H03,ROX,,Unkn,130-2,-1.8377548051389,,Unknown,Unassigned,False
,H04,ROX,,Unkn,130-3,1.34388561471963,,Unknown,Unassigned,False
,H05,ROX,,Unkn,130-4,-2.09988140899341,,Unknown,Unassigned,False
,H06,ROX,,Unkn,130-5,-0.862821121013258,,Unknown,Unassigned,False
,H07,ROX,,Unkn,133-1,0.301187952190685,,Unknown,Unassigned,False
,H08,ROX,,Unkn,133-2,-2.32131046872858,,Unknown,Unassigned,False
,H09,ROX,,Unkn,133-3,-3.482055128517,,Unknown,Unassigned,False
,H10,ROX,,Unkn,133-4,-2.65579840943095,,Unknown,Unassigned,False
,H11,ROX,,Unkn,133-5,-2.97463779076115,,Unknown,Unassigned,False
,H12,ROX,,Unkn,,-1.26320785809648,,Unknown,Unassigned,False
