,Well,Fluor,Target,Content,Sample,Cq,SQ
,A01,ROX,,Unkn,Blank,NaN,NaN
,A02,ROX,,Unkn,048-1,NaN,NaN
,A03,ROX,,Unkn,048-2,2.69515715969457,NaN
,A04,ROX,,Unkn,014-1,NaN,NaN
,A05,ROX,,Unkn,014-2,NaN,NaN
,A06,ROX,,Unkn,055-1,NaN,NaN
,A07,ROX,,Unkn,055-2,NaN,NaN
,A08,ROX,,Unkn,055-3,NaN,NaN
,A09,ROX,,Unkn,055-4,NaN,NaN
,A10,ROX,,Unkn,055-5,NaN,NaN
,A11,ROX,,Unkn,057-1,NaN,NaN
,A12,ROX,,Unkn,057-2,NaN,NaN
,B01,ROX,,Unkn,057-3,NaN,NaN
,B02,ROX,,Unkn,057-4,NaN,NaN
,B03,ROX,,Unkn,057-5,NaN,NaN
,B04,ROX,,Unkn,058-1,NaN,NaN
,B05,ROX,,Unkn,058-2,NaN,NaN
,B06,ROX,,Unkn,058-3,NaN,NaN
,B07,ROX,,Unkn,058-4,NaN,NaN
,B08,ROX,,Unkn,058-5,NaN,NaN
,B09,ROX,,Unkn,063-1,NaN,NaN
,B10,ROX,,Unkn,063-2,NaN,NaN
,B11,ROX,,Unkn,063-3,NaN,NaN
,B12,ROX,,Unkn,063-4,NaN,NaN
,C01,ROX,,Unkn,063-5,2.48269207981388,NaN
,C02,ROX,,Unkn,068-1,NaN,NaN
,C03,ROX,,Unkn,068-2,NaN,NaN
,C04,ROX,,Unkn,068-3,2.36074361985446,NaN
,C05,ROX,,Unkn,068-4,NaN,NaN
,C06,ROX,,Unkn,068-5,NaN,NaN
,C07,ROX,,Unkn,074-1,NaN,NaN
,C08,ROX,,Unkn,074-2,NaN,NaN
,C09,ROX,,Unkn,074-3,NaN,NaN
,C10,ROX,,Unkn,074-4,NaN,NaN
,C11,ROX,,Unkn,074-5,NaN,NaN
,C12,ROX,,Unkn,078-1,NaN,NaN
,D01,ROX,,Unkn,078-2,NaN,NaN
,D02,ROX,,Unkn,078-3,NaN,NaN
,D03,ROX,,Unkn,078-4,NaN,NaN
,D04,ROX,,Unkn,078-5,NaN,NaN
,D05,ROX,,Unkn,093-1,NaN,NaN
,D06,ROX,,Unkn,093-2,NaN,NaN
,D07,ROX,,Unkn,093-3,NaN,NaN
,D08,ROX,,Unkn,093-4,NaN,NaN
,D09,ROX,,Unkn,093-5,NaN,NaN
,D10,ROX,,Unkn,095-1,NaN,NaN
,D11,ROX,,Unkn,095-2,NaN,NaN
,D12,ROX,,Unkn,095-3,NaN,NaN
,E01,ROX,,Unkn,095-4,NaN,NaN
,E02,ROX,,Unkn,095-5,NaN,NaN
,E03,ROX,,Unkn,097-1,NaN,NaN
,E04,ROX,,Unkn,097-2,NaN,NaN
,E05,ROX,,Unkn,097-3,NaN,NaN
,E06,ROX,,Unkn,097-4,NaN,NaN
,E07,ROX,,Unkn,097-5,NaN,NaN
,E08,ROX,,Unkn,108-1,NaN,NaN
,E09,ROX,,Unkn,108-2,NaN,NaN
,E10,ROX,,Unkn,108-3,NaN,NaN
,E11,ROX,,Unkn,108-4,NaN,NaN
,E12,ROX,,Unkn,108-5,NaN,NaN
,F01,ROX,,Unkn,119-1,NaN,NaN
,F02,ROX,,Unkn,119-2,NaN,NaN
,F03,ROX,,Unkn,119-3,NaN,NaN
,F04,ROX,,Unkn,119-4,NaN,NaN
,F05,ROX,,Unkn,119-5,NaN,NaN
,F06,ROX,,Unkn,126-1,NaN,NaN
,F07,ROX,,Unkn,126-2,NaN,NaN
,F08,ROX,,Unkn,126-3,NaN,NaN
,F09,ROX,,Unkn,126-4,NaN,NaN
,F10,ROX,,Unkn,126-5,NaN,NaN
,F11,ROX,,Unkn,128-1,NaN,NaN
,F12,ROX,,Unkn,128-2,NaN,NaN
,G01,ROX,,Unkn,128-3,NaN,NaN
,G02,ROX,,Unkn,128-4,NaN,NaN
,G03,ROX,,Unkn,128-5,NaN,NaN
,A01,SYBR,,Unkn,Blank,NaN,NaN
,A02,SYBR,,Unkn,048-1,18.0210844845398,NaN
,A03,SYBR,,Unkn,048-2,17.7287004349874,NaN
,A04,SYBR,,Unkn,014-1,19.0774509126415,NaN
,A05,SYBR,,Unkn,014-2,19.0250266947698,NaN
,A06,SYBR,,Unkn,055-1,23.1219202918179,NaN
,A07,SYBR,,Unkn,055-2,23.1045654860011,NaN
,A08,SYBR,,Unkn,055-3,23.1536850857267,NaN
,A09,SYBR,,Unkn,055-4,23.1184291549478,NaN
,A10,SYBR,,Unkn,055-5,23.035572444953,NaN
,A11,SYBR,,Unkn,057-1,23.1765130143106,NaN
,A12,SYBR,,Unkn,057-2,23.0490524813276,NaN
,B01,SYBR,,Unkn,057-3,23.4930569619085,NaN
,B02,SYBR,,Unkn,057-4,23.3064801748905,NaN
,B03,SYBR,,Unkn,057-5,24.0290197708197,NaN
,B04,SYBR,,Unkn,058-1,18.8629327144701,NaN
,B05,SYBR,,Unkn,058-2,18.9794638918325,NaN
,B06,SYBR,,Unkn,058-3,19.4476412064833,NaN
,B07,SYBR,,Unkn,058-4,19.5278471471323,NaN
,B08,SYBR,,Unkn,058-5,19.2661809430135,NaN
,B09,SYBR,,Unkn,063-1,23.4548649501576,NaN
,B10,SYBR,,Unkn,063-2,23.678354006662,NaN
,B11,SYBR,,Unkn,063-3,23.5580753957536,NaN
,B12,SYBR,,Unkn,063-4,23.2832947685541,NaN
,C01,SYBR,,Unkn,063-5,24.51904385683,NaN
,C02,SYBR,,Unkn,068-1,20.9454427117539,NaN
,C03,SYBR,,Unkn,068-2,21.0293674099642,NaN
,C04,SYBR,,Unkn,068-3,21.5843563733898,NaN
,C05,SYBR,,Unkn,068-4,20.7265602596833,NaN
,C06,SYBR,,Unkn,068-5,21.0670194278658,NaN
,C07,SYBR,,Unkn,074-1,23.1793424963301,NaN
,C08,SYBR,,Unkn,074-2,23.1341692787676,NaN
,C09,SYBR,,Unkn,074-3,22.991832571269,NaN
,C10,SYBR,,Unkn,074-4,23.4432940567088,NaN
,C11,SYBR,,Unkn,074-5,23.128178944371,NaN
,C12,SYBR,,Unkn,078-1,NaN,NaN
,D01,SYBR,,Unkn,078-2,NaN,NaN
,D02,SYBR,,Unkn,078-3,NaN,NaN
,D03,SYBR,,Unkn,078-4,NaN,NaN
,D04,SYBR,,Unkn,078-5,NaN,NaN
,D05,SYBR,,Unkn,093-1,23.1686637073333,NaN
,D06,SYBR,,Unkn,093-2,23.3620530349666,NaN
,D07,SYBR,,Unkn,093-3,23.4636022401966,NaN
,D08,SYBR,,Unkn,093-4,23.3450334342754,NaN
,D09,SYBR,,Unkn,093-5,23.3135551370816,NaN
,D10,SYBR,,Unkn,095-1,20.3886348725721,NaN
,D11,SYBR,,Unkn,095-2,20.0332357593844,NaN
,D12,SYBR,,Unkn,095-3,19.9634001860948,NaN
,E01,SYBR,,Unkn,095-4,20.3631380449471,NaN
,E02,SYBR,,Unkn,095-5,20.1430374903505,NaN
,E03,SYBR,,Unkn,097-1,NaN,NaN
,E04,SYBR,,Unkn,097-2,NaN,NaN
,E05,SYBR,,Unkn,097-3,NaN,NaN
,E06,SYBR,,Unkn,097-4,NaN,NaN
,E07,SYBR,,Unkn,097-5,NaN,NaN
,E08,SYBR,,Unkn,108-1,22.6253382451786,NaN
,E09,SYBR,,Unkn,108-2,22.6257024012328,NaN
,E10,SYBR,,Unkn,108-3,22.6371881016699,NaN
,E11,SYBR,,Unkn,108-4,22.6003566969457,NaN
,E12,SYBR,,Unkn,108-5,22.8116063696752,NaN
,F01,SYBR,,Unkn,119-1,NaN,NaN
,F02,SYBR,,Unkn,119-2,NaN,NaN
,F03,SYBR,,Unkn,119-3,NaN,NaN
,F04,SYBR,,Unkn,119-4,NaN,NaN
,F05,SYBR,,Unkn,119-5,NaN,NaN
,F06,SYBR,,Unkn,126-1,23.9470633415788,NaN
,F07,SYBR,,Unkn,126-2,23.9522467219319,NaN
,F08,SYBR,,Unkn,126-3,23.6922012810194,NaN
,F09,SYBR,,Unkn,126-4,23.9917039901281,NaN
,F10,SYBR,,Unkn,126-5,23.6330670786906,NaN
,F11,SYBR,,Unkn,128-1,20.3327735933836,NaN
,F12,SYBR,,Unkn,128-2,19.793821529825,NaN
,G01,SYBR,,Unkn,128-3,19.414378597001,NaN
,G02,SYBR,,Unkn,128-4,19.8219824893469,NaN
,G03,SYBR,,Unkn,128-5,20.0556040029158,NaN
