,Cycle,A2,A3,A4,A5,A6,A7,A8,A9,B2,B3,B4,B5,B6,B7,B8,B9,C2,C3,C4,C5,C6,C7,C8,C9,D2,D3,D4,D5,D6,D7,D8,D9,E2,E3,E4,E5,E6,E7,E8,E9,F2,F3,F4,F5,F6,F7,F8,F9,G2,G3,G4,G5,G6,G7,G8,G9,H2,H3,H4,H5,H6,H7,H8,H9
,1,21.538286899678,-2.50473331459034,-0.399579103961514,-17.9722976001149,16.3239837065962,-2.5561061820863,13.3350754520857,39.621348974063,24.6866298062982,19.1138825313346,10.0381342275368,17.0826428149144,0.922361274248942,-2.98365187097852,15.6882371750607,30.479396368351,25.2253032617859,19.6122751587272,-28.7898660965434,19.3657937281505,14.4822485185882,19.2627965185561,14.3633281698435,-29.4713340521785,2.36971325073137,1.32491261048608,4.41467057868385,3.56044999937649,0.656588128409567,11.642296841434,9.14698704978082,7.38680203028116,3.84210743220046,-8.32010188154663,21.9867262744901,20.1181427606207,22.7036469563432,-16.8760716226957,12.2112305611686,-5.16403748712264,-4.99627913900213,2.18668868897157,2.73608351123539,1.27232797409897,-6.35955453536053,9.98638991556618,8.66861033640362,9.45990052535626,1.72165442359301,-11.2650112931678,-8.50187127786739,3.18987197287743,3.93075857538315,-11.1307701326577,12.0301404203124,17.8538979547702,3.13112138350243,9.35047043766872,3.86736522989349,0.397146802162752,21.1808297552416,0.746571333076645,79.9648711319655,65.4725522610656
,2,13.1544228332868,-6.07533060104106,4.98091974093359,-14.3132523730428,12.2509899018069,6.53510096621494,15.9613720810166,20.8856658664158,13.6391344645285,12.2307104585552,4.13746615306673,6.01241162704855,1.80467066106121,14.4006464546719,11.8783902268424,22.3280980779869,15.0428097314766,9.94314628965822,-7.18059354591924,12.4930359878504,8.05901383978971,8.00618850507954,7.64812635835051,-12.0240604063524,1.53313522475173,5.15394107387829,5.37391102637184,3.83144315983782,2.62877821075199,11.7169892994912,6.69333945284825,6.46997350337142,2.79097150760617,0.621294270174076,15.9279037751899,13.1186354273477,13.4195093625503,8.92533144067147,13.4549645594593,1.5354902928766,-6.24679134681946,5.04452189457515,3.31502814361193,3.0460630889711,5.4245905191201,6.68711391030274,5.89547827295155,10.5277144776151,2.27902287176175,1.75063866772643,-6.00949108157783,2.77342808528419,1.03364952036554,-9.7659115523611,9.61354865645399,13.9107519493459,-0.5928747177486,7.17994444810211,-0.243478058506753,0.359897201480635,15.4067440815893,3.51934044794461,74.0613544104112,43.155709774459
,3,10.5186401008809,5.77456058500411,4.88920637209731,-8.20813240013831,7.89985476281845,-1.24829135884511,5.98487472363922,5.07736198796283,1.80479617559877,7.05237146066065,2.44133671488225,4.14708325593983,0.352223752098325,5.02522825594724,2.20418218375107,6.6172691232523,5.48600228298437,2.84122960891,8.63790114251378,9.44138406770026,6.75121412299904,5.87141052751531,4.34656839015497,7.40207750794298,3.03375349665157,5.52296056808382,2.73637281088895,1.71647901877986,1.27665056259184,3.7080158243275,5.05944748947786,4.77380338485591,0.292044799095947,4.18929161437882,7.20634120082468,8.49940391032715,7.43861158559002,8.40904868468169,8.56238850992577,-0.760959160602852,-2.65878983128232,2.28319291492016,3.39577175588011,2.5854068959211,-0.174019493748801,2.63076642285023,1.43515198090699,5.99633757049105,0.528914148960666,0.314052287360937,3.30219416391037,4.51628866243846,3.47043297041046,2.09239121465453,5.47373760222808,7.66794184047149,0.341307671485993,4.40980126421164,3.25311379283949,1.46975931917905,2.25652958687215,3.37679387924481,55.086975502039,29.6976583980213
,4,-2.51494299949991,3.64015915586469,0.596467262108035,0.216707958559709,0.967403429664955,-0.612082316995384,-0.220868012733717,0.445121357889093,3.33904186841391,0.440219226884437,2.72598040791218,0.0298241917762425,-1.88741420488395,-0.0197344767138929,-1.3150927349684,6.395458180692,3.81980170358474,5.66984903598313,-1.87581467963037,3.65112578922026,0.283959116316964,1.59155754327594,1.08689252764179,2.60881472351366,3.22351604060623,4.56344844856494,2.12453663233509,1.2798019278307,2.69729958007656,3.85411581958988,-0.317386503901616,-0.184352228067382,3.5878635046779,4.4704305039927,2.62125003437041,4.81196377608148,2.84410397141437,1.4240767616684,1.58334204102266,4.58001044507409,2.21973382719943,0.29242095582913,1.71911585177713,0.353971325819202,5.56122871629714,2.29805088021112,0.704548698308827,-1.08145785484885,0.405640157246125,-1.55447610835154,-0.123310447012045,4.0649790811317,4.18576088430927,3.77926468870055,3.69296987277721,4.27317340895479,1.91695809905605,0.0117807419269411,-2.72045301549588,0.048188730984748,0.675882654424186,1.87077494254754,44.6267860813018,13.0998497644359
,5,-3.75312363669218,-0.99515244355689,-0.257823501037365,0.830462171912586,-3.99267654324922,5.59565725921993,-1.26787137744805,-3.57920915332988,1.22344464558182,0.293928842144851,-1.98226000047634,-2.02553005660502,1.79019556155208,1.82437341487321,-1.55566667524363,-4.0621089629376,-0.47395581619503,-2.22108357698016,0.373793739981011,-4.6719662785581,-0.355574159455955,-1.65994616104945,-1.40698969238701,-0.684732210786478,0.618885366251106,2.35560558113866,0.935688900067817,0.436850715528635,-2.85431228808602,-0.760540676236815,3.31899495408561,0.36015841854578,-1.8148169629394,0.132648865206193,-2.62509168332872,-1.54461839582336,-3.93268889550427,-2.03217927306923,-4.25781204527902,-1.38408596255522,2.13308695730893,0.0202981738680137,0.848272862263912,1.730852382796,-0.428610075053712,-1.62352939297125,1.23283257033518,-0.837855029369621,0.614449947730009,0.46748583018325,2.78983192939859,1.99370136413881,3.48469508951075,0.151496260761633,-0.232858486672285,-4.73844796238882,0.339596335499664,-0.33646189285264,1.13148495463975,-0.016908309745304,-1.56415750929818,-4.16147064574579,35.2081639053845,9.45547149071854
,6,-1.19556882215193,-2.87671387742557,-0.276860692463742,1.47377299715299,-0.236031284870023,4.31372653719927,1.02861364994487,-0.710716266360578,-4.07734289569999,-2.81661351853518,-1.15093005663539,-3.85854244019492,1.22121059288884,1.12842242758597,3.18383067905643,-2.58640469702823,0.750604611090694,0.0717973035698378,-5.67479917078026,-5.14969508753939,-3.34940599057563,-2.67926527350119,-4.22067595830868,-7.4642252224462,-0.841969533622432,0.843810900598783,-0.388365445709951,0.409617012453964,0.168372161454499,0.295762153383748,-3.58935427023243,-2.0182971207355,1.55514587219022,-4.09503681717342,-5.64249280096692,-9.58429495469045,-2.79011674984349,-3.52508448561503,-3.49501556626319,0.0246388895466225,2.32633709700576,1.74932413642773,3.51075741416162,0.0221644747575738,-1.52932926876929,-4.03021017200763,-0.930252524215575,1.57936115395296,-1.78439432228333,-0.841522607585375,3.82152077078945,0.263741215486334,-0.801732031387473,-1.86554374710795,-4.3838698327645,-2.88781823068302,0.536434895733692,-1.28154031483109,-1.11094504127595,0.625687044578626,-2.75934303247368,-2.32630965247699,22.5075737631869,-10.397785717239
,7,-4.18155764989297,-6.9371374856255,-5.07907609622089,1.64383472956024,-8.28722182408183,-2.31508890469559,-2.85391174691995,-2.51636190941463,-5.86131877804746,-4.96845246322391,-4.75317560171061,-2.16938770495562,1.27614937285398,-1.63319798367002,0.859869935180541,-9.14605679383385,-6.62446254337101,-7.03610051896794,-8.49028443272618,-3.4726711696494,-5.72823641248715,-6.37182644445738,-3.60253871967598,-3.02633698500949,-1.38305935453263,-4.76074467050194,2.16883228175811,2.13827223290764,1.01347315761586,-9.53507323221083,-2.80077883990043,-5.32799962623312,0.27829683000391,-3.25848161395106,-6.90600517107669,-5.95421123786628,-2.83615389784109,-6.99678549818964,-6.08069856745669,-1.12765280572694,1.48307140756151,1.66689232654699,0.122833968867781,-0.845385506775074,-3.16047774762137,-1.97301179495071,-1.27871925122054,-4.71059034096834,3.46886695135481,2.63819254613418,0.948732214299525,1.81076711786909,0.918111753116136,1.8704516103362,-0.999316880725473,-2.9119685126343,0.428176977903149,-5.23190993305479,1.10400309082161,-0.544720609167143,-1.76369326689792,-4.23574662026294,10.5148664420071,-21.8510840728104
,8,-4.16159236487874,-4.24936467205816,-3.71484903543796,2.16630795980518,-4.05452886466401,-0.108830430646776,-5.47793139185978,-3.43135449159854,-5.61554791880735,-3.71863280226398,-2.2779632501547,-4.34255758298877,-0.277631032989575,-7.74387599441434,-6.27349655220041,-2.19704778303458,-6.33304541243297,-6.75763633547012,-5.33159252728683,-3.44078537848554,-6.91229825395976,-8.88953659218623,-4.71165203138798,-4.4326492459777,-1.14085289244076,-2.98502961378335,1.89065249653959,1.18744392801,4.43691301784429,-4.09655663867716,-6.38157545159538,-2.1255364440276,-3.1386997538375,-6.60813360265365,-4.3686055176895,-7.22753175189882,-8.01788141658926,-7.61012018032716,-2.18832831821555,0.361224296981163,2.65054040280256,-0.403800671967474,4.56904421490071,0.172588975897725,-5.16493094698035,-2.21434530051602,-3.46435294268485,-1.10073893031722,-1.09344424550181,3.24812850690296,-2.08128831915019,-0.385159591817683,0.816436377856007,-3.3868640932028,-7.87349943019672,-3.17580797312257,-0.236029902751852,-2.74040177705228,-3.61643586436048,-2.77727699604202,-3.87686000478243,-7.15262154819402,2.85408968776255,-28.1782091342875
,9,-1.99126281583858,-2.49916159428449,-3.99243714469867,1.73730676491959,-4.23647943821743,1.05312277156554,-5.15317436902887,-4.11645951844412,-5.31901811024773,-4.5803572955997,-2.47907780889045,-2.00373800356465,3.5486220775997,-9.42605763239499,-3.32017194745185,-3.74997784880043,-6.64187579284044,-0.150975662911605,-4.93675349962996,-5.24624870848038,-1.96695147010087,-3.47579157670179,-1.79324511813593,-4.80274843845564,-0.203163728298023,-2.32889896730467,0.622988693119169,-0.0296514819956428,1.43161157722443,-0.348063925277074,-6.04225781663399,-4.45771805710501,-2.31447847623213,-5.50851437584424,-7.08877653969466,-4.95849373054625,-6.48781471838129,-6.77864400176259,-4.41577118584473,-0.555750879285824,1.87332685271531,0.381485456666724,-1.36349027703864,-0.324155127474114,-4.44643320971545,-2.8162104831772,-4.42611378165839,-5.3335625244622,-3.07514235626013,0.200366426720848,0.821998973460722,-0.713701830461105,-0.164481030910338,4.0585113174343,-4.73710606308714,-8.1281365955997,-0.364085411304586,-5.22546174162972,-2.95060235572601,-4.94093140131918,-1.86081611425834,-0.327965015766949,-13.2388680779795,-39.5145247241894
,10,-2.69450185124242,-4.30535702366979,-5.65510108543958,2.27496050967693,0.970771338596023,1.95659287195213,-3.49794042301801,-1.72611014858239,-1.7027267352596,-2.63581464925073,-0.0348088514447227,0.0440694605722456,2.06592789029082,-3.99575390533346,-0.421691357752479,-5.01213673146094,-4.5882743648026,0.00949660160631538,0.882901586892331,-6.96457145321438,0.754515615736182,1.52015824258206,-0.211420404005366,-4.1335683235443,0.5504053491386,0.323027919415836,-1.50910586693499,-3.43850223394247,-2.50405357429281,-1.65511397356659,-3.77053026720387,-2.49319069710418,-7.74874466265192,-2.54524837510189,0.941548777680055,1.39538363620932,-1.17238380063327,-0.659807102781542,-1.63280196715459,3.5453885707102,-0.246442042504896,0.729301423068137,-0.754977517391126,1.90713739983903,1.35325188984098,-0.147592812782932,0.204169163837378,-5.70117812864282,-3.29736522726489,0.784023619367872,-1.31725865325734,2.20184426722926,-3.22765583606633,-0.916183913915575,-2.00740082249968,-1.11300743754646,2.23278684068691,0.78968354785593,0.351429592083605,-1.34551025981682,-2.67815646992085,-9.58697443833216,-18.9190664857488,4.32275050258295
,11,-1.87862075488965,-1.47678848568603,-1.40905498476195,-0.688828332655248,8.97385467354252,14.8330239868378,12.0119667875942,7.65457035668715,9.2419052620503,-0.181948896949507,5.04209586198431,4.24650706352486,3.03137691079155,5.09329375519792,4.78071559475757,0.750982118381216,-0.864744261536089,7.75879838742048,9.13833590154672,2.41672344592553,8.09470846960539,8.38545054053429,5.63617482003156,-3.60782689272764,-3.20592564834351,-4.7904402825734,-2.8849639646055,2.47343277865411,-1.75369409864743,-1.09944360736199,-1.47530921630232,-0.165298889456153,-0.804573281928697,2.68148144302904,10.3794877507098,12.1795858818964,13.0354814927559,13.3664528710297,10.7268042743231,0.192064388178551,-1.65975130260813,1.75415654189874,-3.39382619349317,0.675737454087994,5.89977511298002,4.60737351984017,5.27343491236934,-1.06752295031265,4.97822682013975,0.172629772451273,-0.963083060959434,-0.106144458794915,-2.54526067202232,1.77798598610752,-0.72101305392107,1.29378331988119,1.99591396228197,6.63558944971692,3.6166181981057,5.82778611822641,5.19976747568899,-3.6593398731261,-30.2116159012717,7.28654430263623
,12,9.69861255160231,11.1689191103815,10.5344892549883,-0.457604626335069,28.7162312546138,40.5663723144439,33.3611498829673,23.7032576347638,23.4806297388532,9.61296101555308,15.478821196959,21.5373765160521,0.188390792046903,8.47895683020079,20.9967463232265,11.1509559813949,13.847051014076,23.7326511460515,30.5246554161913,11.7037859952557,19.97504973067,20.7043252179797,23.3328712528391,13.4223612619912,-2.30377473531098,-3.09583696572781,-4.06596525753685,-2.18012627592816,-0.290649317515545,7.66809850407935,11.1141799721595,6.80148914427718,8.6745520917425,7.91175986915277,29.8156716187082,36.9822144913055,35.0326063891857,35.9117487860131,31.0020769630623,-2.64498296365218,1.26391833511525,0.418577359800111,0.0902876581285454,-0.398829158293665,20.3460667688382,15.6369355871902,16.3349601833033,10.5905587692937,14.4965247015521,0.0282721715448133,1.55249695673047,0.117552901745057,-2.48064286507315,-1.2586377375419,10.7742357585125,9.74719990208814,6.93189556363404,13.8543807179449,14.7664193901737,21.5557550559665,21.7034618508105,10.3501454003931,-36.7636980385846,-2.25763526615901
,13,28.7858464075466,27.8875385236561,21.4671447964133,-0.137293502767534,64.4502238117984,80.8230761264977,68.6553082417086,53.8636226739936,53.0404042957321,26.6146184158833,33.749169232331,41.0434664187487,-5.05320878892189,26.0100088065715,43.8847271052341,28.3608159563896,40.8314435151538,54.77631039176,62.8531172692551,38.9639110095645,44.4298427345734,45.589225969532,42.3645603348041,37.0786041327851,1.81709380165103,-0.975776246143596,-3.22635516827177,-1.55368690224486,-3.608546808548,26.0123691962553,26.4448175114107,24.1628315543589,21.1084005713642,26.7294673015786,70.0169266190087,70.433108677697,74.0890587698805,71.5166149845904,64.9342859814255,2.07313690749243,0.382669322133552,-2.15441809147842,-1.15546779765191,-4.01424943327993,45.3272578050928,38.655896200833,35.0280672353842,31.7162167507713,31.8030490148021,-1.68283616422832,-0.640958320274422,1.23435313272876,-0.553894692872291,-3.99971436122178,28.586350114505,28.1982667864054,14.462162041671,29.7626591853546,29.8042247544713,46.3961206682538,38.5125129919516,17.1126139197941,-37.7117051684377,5.63403303511222
,14,52.7660354992281,55.1104333135809,53.5984778143929,1.64797343587179,122.008007059266,149.243417847009,126.362496313943,103.825535220525,100.638897573223,56.0550713323169,67.9323607677661,72.5973598124319,1.25424344121711,58.4759054549554,78.9424030715236,60.4408330639826,80.3995495192735,102.40127684866,114.217534813219,79.3225819164591,82.6654090178868,90.6387249852487,88.5895177745983,66.0716867358838,-0.421830979703827,-1.06891205139482,-1.09341751971806,-0.236060167771939,-2.14328943604187,50.7185257309056,62.4846986307534,52.6233536141995,46.3317518374893,55.2902857593117,124.778224488916,130.96458758371,138.735005729914,136.844359185714,126.217965630273,0.230158419585678,-0.872712036363737,-3.85764324718457,-2.08118670683689,1.05831357034594,82.8902331962872,76.0532930078148,70.603121705477,69.9739578987715,65.1381188632768,0.487352907558034,-4.8985558188192,-2.134093840079,-1.62732554168133,-1.37372285291622,62.5029834039601,58.1373238264873,36.2814731431818,60.8118207452007,62.3907971283211,86.97443948304,75.2129036262309,34.3753713412539,-39.7354536538514,8.21184604001883
,15,102.391434545038,105.413576043824,101.190773099015,-0.48607089993493,203.58037295279,238.513107713461,209.707353326318,172.281873919604,161.25155442241,103.340449952346,115.894088688111,124.018590540876,3.02035798587895,114.30913811437,138.173608526729,110.895497319629,148.334493855273,179.140759930236,195.726470230254,144.321326737789,149.809608193197,155.134329278107,155.552108669478,121.484407021694,-1.06849651091443,2.59624481821629,0.163614358516952,-0.353220523840264,-1.39331910542614,102.196100721834,107.457066367417,98.2415717714048,92.9451376598145,106.08599315241,200.862352779336,216.164404780601,223.506532248894,221.927328526584,210.25614492919,-1.19770400376137,-4.80392824788942,-3.45253089009384,-2.45192136386686,-2.84436121948829,144.548207470247,140.128933053347,117.843706744858,119.726180805954,116.29311186284,-2.2650702704932,-1.77995273956685,-5.76547471416416,0.928554186624297,-1.57444089359433,121.859609532426,108.762499338632,65.632520761174,109.706390665386,102.757848413007,141.583031607309,124.629959170763,110.32725583957,-47.0545604346457,17.1191758486066
,16,170.699572359875,177.442552208208,176.638095391913,0.17555390925736,290.28329694146,339.581839679617,298.002388804506,260.123775860506,227.632169371089,173.979508927001,188.023823294785,199.882554594823,-3.10749512071061,188.137622077829,221.377905715683,176.938061440588,230.404477423686,283.258319998297,292.522069092164,231.38615405717,245.689066996319,252.530978446311,252.533401513538,196.197614637092,-0.083083018929301,0.472742580966496,-1.33024127158842,-1.50353255060918,0.743958015923454,168.772846579689,184.080962850156,169.70738970826,163.420836004198,180.729828452381,288.760776048519,313.334708338331,323.355408799689,321.737234858,315.58858187389,0.318383464335056,-1.82749804950527,-4.77827217095864,-1.44909797998798,-2.92441934018325,231.424152793408,218.261360099651,187.736289939364,194.165414956744,191.868640453003,-1.14674100543743,-1.18333224405887,-2.13396381108441,-3.24034002232338,0.461865012033741,199.494018314947,183.889415128331,112.572524048905,177.440582315062,171.734011427175,200.75878162202,183.57535689823,182.100172713073,-55.7869143182807,28.5310346107221
,17,262.679189566706,270.557348573548,274.991046683233,-0.689309421112739,370.689468761397,433.140154303875,376.940328683131,347.449928647306,289.705603220289,259.369622828844,280.290723564855,286.438243106706,-1.4313483502151,280.141798171319,302.915610197677,258.454465756648,320.436677627057,387.316655220644,388.465910445752,331.586391086336,353.355647005924,355.031067775794,354.275089895919,300.469421577124,-0.688439294844557,-0.45173763337425,-4.11307139821338,-4.11503707508155,-1.70193235544048,254.578224805164,279.347474189837,259.085830342953,255.594211682325,282.472895592162,369.999283726975,404.158739014167,417.853052979166,414.619469383341,416.574494467308,-1.13468730610794,1.08878474315861,0.562157758035937,-1.48465659005706,1.07652561703799,328.955647094918,310.605205058266,267.628880180834,281.979925421284,285.883665281664,-1.61299939465789,-0.396500948207631,-2.89476171866545,-2.19734173534698,-2.81325062298492,305.909991832133,283.072929613954,175.406519969228,263.399171248609,260.362539706028,258.965491867269,248.367094817759,258.224774299342,-65.4190059308953,107.035043994647
,18,352.116997117804,363.261927217397,372.087746504439,0.553792467736002,441.102072147226,508.984326246049,440.921860955839,424.403919328756,341.860102526628,343.945956595608,367.473188897843,372.401272224088,-1.64524685451806,367.412725062145,376.58745427888,335.382886293893,399.718421959403,480.680628276649,475.337837887461,424.638903428207,454.211107981472,456.577643930129,459.133904872743,400.119653563875,0.720951578193763,-0.516605346222605,1.13471306999645,-1.39621624939946,0.960266985110138,339.18030789274,375.654284795356,348.45906074294,350.017113787334,384.022793167455,439.575937940464,483.171794001479,497.640703138895,494.745277190317,503.237192407242,-4.15154640133323,-2.07883183877402,0.888725244294164,-5.46871897475285,-2.41562783641348,418.866412218751,396.644843779501,341.667715236926,363.359617205459,378.099532381295,0.168851421554791,-6.12290388654264,-6.47646896813103,-2.42458642907377,-2.5484759943115,408.346991312694,376.091624938622,240.287181660603,347.719169568549,345.463038589327,308.953912105809,308.477065100655,324.556963836213,-14.9984727536521,218.062285150295
,19,430.276421724637,446.757307208287,459.822885565603,1.45987697514965,491.709862631343,562.30660591675,488.502950340509,485.004436186061,379.331541505889,416.797573801088,443.902787833994,448.571961384451,-1.33719665880608,442.192393960659,436.760301731675,402.785290888559,460.274840357811,555.490912330258,543.478214448979,500.848405423911,538.706922809696,540.681791668795,545.580909615832,486.261373327193,-4.00602392267729,-0.322616239675426,-4.99342832359162,-3.15935690774404,-0.170328165964293,414.200465721152,464.237902167126,431.136108016565,439.040011436844,478.460990957482,491.418396699723,539.801562788301,557.014921723478,554.288284724793,569.761249264239,-0.569390293928336,-0.438690758386201,-3.42229562777584,-2.70453549936428,-1.26793058413614,493.848639161871,470.069728128272,403.393797132205,432.916939228299,457.488123353454,-2.97609725102029,-4.295161546278,-1.80466617672664,-2.78111884692544,-0.558681878359494,499.059676892242,458.580788157397,298.280201428225,420.836294423064,420.067940877031,346.197724532931,356.696885750629,377.050964398247,9.69163265471434,268.630798152608
